type,year,state,abb,region,division,barley,corn,cotton_els,cotton_upland,oats,rice,sorghum,soybeans,sugar_beets,sugarcane,wheat
plant and fail,2012,Tennessee,TN,South,East South Central,2548.17,975954.0099999999,40.4,373342.88,2596.830000000001,231.5,17197.38,1206198.8400000003,,1.6,349787.9099999999
plant and fail,2012,Texas,TX,South,West South Central,49452.66000000002,1776497.0900000003,7817.889999999999,6427576.080000001,292175.61,131414.62,2176267.3000000017,119048.49999999997,,39489.25,5327768.620000009
plant and fail,2012,Utah,UT,West,Mountain,31916.699999999993,67989.59,,,16966.42,,884.0099999999999,,,,128417.74999999999
plant and fail,2012,Vermont,VT,Northeast,New England,288.55,82794.41,,,258.98,,,4320.5599999999995,,,459.07000000000005
plant and fail,2012,Virgin Is,,,,,2.3,,,,,,,,4.23,
plant and fail,2012,Virginia,VA,South,South Atlantic,36491.2,409016.68999999977,,85544.19999999998,5803.55,,5334.79,573771.5700000001,,0.1,239619.89
plant and fail,2012,Washngton,,,,168812.33999999997,200979.09000000005,,,7667.4,,,193.7,1899.3,,2131424.909999998
plant and fail,2012,West Va,,,,2004.2000000000003,44385.100000000006,,,1216.72,,1112.92,20928.379999999997,,,6691.859999999999
plant and fail,2012,Wisconsin,WI,North Central,East North Central,26389.559999999987,4201577.489999999,,,189119.13999999993,,935.2499999999999,1689777.68,4.8,,264293.62000000005
plant and fail,2012,Wyoming,WY,West,Mountain,71441.52,91032.42000000001,,,21791.02,,158.18,,32308.61,,149211.54
prevent,2012,Alabama,AL,South,East South Central,47.3,269890.3700000001,,376105.02000000025,13048.920000000004,,7424.000000000001,320962.19000000006,,3.2,158764.98999999996
prevent,2012,Alaska,AK,West,Pacific,4364.87,,,,1280.69,,,,,,197.06
prevent,2012,Arizona,AZ,West,Mountain,43316.700000000004,65252.900000000016,2590.6,189491.00000000003,13153.800000000005,,26516.5,,497.0,,103339.0
prevent,2012,Arkansas,AR,South,West South Central,,702176.2799999997,9.6,588186.0299999999,8124.469999999998,1279474.3999999994,132294.35,3181816.7000000016,,,533643.1599999999
prevent,2012,California,CA,West,Pacific,102384.93000000007,506321.25000000006,218415.60000000003,136144.05000000002,161970.94000000003,544386.2400000001,36542.5,17.5,23906.399999999998,113.60000000000001,679584.52
prevent,2012,Colorado,CO,West,Mountain,50866.98000000001,1370832.14,,,40361.76000000001,,168695.6,10415.399999999998,31785.519999999997,,2235598.5200000014
prevent,2012,Concticut,,,,13.3,26646.579999999998,,,27.3,,2.64,3.1,,,100.26999999999998
prevent,2012,Delaware,DE,South,South Atlantic,35127.5,180779.5,,,609.5999999999999,,998.1,160382.12,,,73998.61
prevent,2012,Florida,FL,South,South Atlantic,,54230.76999999999,,104502.52000000003,14804.52,791.65,4928.52,20365.06,,251099.07,11876.57
prevent,2012,Georgia,GA,South,South Atlantic,1054.5,334201.66000000015,,1277299.6700000004,38198.780000000006,,45343.26999999999,209883.18000000002,,37.05,258135.44000000006
prevent,2012,Hawaii,HI,West,Pacific,,19.64,,,,,,,,,
prevent,2012,Idaho,ID,West,Mountain,587178.2799999998,327437.18000000005,,,39663.41,,280.22,45.0,185119.55000000002,,1251460.5000000002
prevent,2012,Illinois,IL,North Central,East North Central,698.9100000000001,12515769.650000006,,,20858.41,753.17,25583.3,8897164.220000003,,,615649.5599999999
prevent,2012,Indiana,IN,North Central,East North Central,1012.09,6098360.5299999975,,,4766.419999999997,,9117.779999999999,5085040.090000003,,,311029.9499999999
prevent,2012,Iowa,IA,North Central,West North Central,3736.3399999999992,13950628.3,,2.0,125096.5,,1389.3599999999997,9202797.870000005,,,16212.859999999997
prevent,2012,Kansas,KS,North Central,West North Central,7712.120000000001,4573047.499999999,,53594.50000000001,90834.76000000008,,2204570.6499999985,3934014.579999999,,,9195607.919999994
prevent,2012,Kentucky,KY,South,East South Central,6127.599999999999,1603458.1500000008,,12.5,1621.5500000000002,,5780.050000000001,1440245.7200000004,20.4,13.6,482049.94000000006
prevent,2012,Louisiana,LA,South,West South Central,,531876.69,,226186.96000000005,4563.750000000001,399461.8900000001,121621.61,1117667.94,7.26,430684.78,269320.3400000001
prevent,2012,Maine,ME,Northeast,New England,15085.08,28936.520000000004,,,28223.01,,22.0,2177.42,,,1127.1000000000001
prevent,2012,Maryland,MD,South,South Atlantic,57667.34999999999,448973.3099999999,,0.8,5246.449999999999,,15907.080000000002,464923.77000000014,,,301796.26999999996
prevent,2012,Masacuset,,,,10.2,17995.090000000004,,,164.14,,81.85000000000001,807.0399999999998,,,187.45
prevent,2012,Michigan,MI,North Central,East North Central,7493.7,2515124.8000000007,,,34105.179999999986,,351.50000000000006,1900321.9800000007,154093.75000000003,,524047.98000000004
prevent,2012,Minnesota,MN,North Central,West North Central,107121.39999999997,8722855.059999991,,,135574.06,,1119.1,6951649.990000002,473152.48000000004,,1307214.8200000003
prevent,2012,Misisippi,,,,,779648.5499999996,,466300.03,2439.9,126559.92,42581.38999999999,1947529.2,,,323945.0200000001
prevent,2012,Missouri,MO,North Central,West North Central,3071.98,3474189.369999998,,348344.63999999996,10717.47,177979.59,55296.58,5356095.3100000005,,,740770.12
prevent,2012,Montana,MT,West,Mountain,850534.89,98881.98999999999,,,36451.03999999999,,2132.69,8132.3099999999995,46196.09,,5572078.449999999
prevent,2012,Nebraska,NE,North Central,West North Central,3071.9299999999994,9934108.390000002,,5.0,64441.83999999994,,57836.66000000003,5011741.98,50447.64000000001,,1343468.750000001
prevent,2012,Nevada,NV,West,Mountain,1399.1299999999999,3546.8,,,1368.91,,207.14,,,,19191.039999999997
prevent,2012,New Hamp,,,,0.7,12980.730000000001,,,52.1,,33.25,27.189999999999998,,,0.7
prevent,2012,New Mexco,,,,5538.68,116245.09,2272.82,45987.04999999999,14575.21,,75783.64000000003,,,,429836.32
prevent,2012,New York,NY,Northeast,Middle Atlantic,7261.739999999997,1059533.1900000002,,,53371.77000000002,0.2,895.62,301928.5500000001,0.01,,85803.86999999998
prevent,2012,Newjersey,,,,2938.5000000000005,84362.73000000001,,,1561.8000000000002,,729.6500000000001,91465.71,29.1,,22192.569999999996
prevent,2012,No Caroln,,,,19549.210000000003,826055.9499999998,,577653.3500000002,18122.469999999998,,70366.21,1563256.3800000004,0.2,46.9,744037.4900000005
prevent,2012,No Dakota,,,,974000.19,3494123.5199999986,,,173406.1799999999,,898.6999999999999,4673028.6400000015,222746.9,,7654925.33
prevent,2012,Ohio,OH,North Central,East North Central,2471.3199999999993,3816108.4099999988,,,23857.97000000001,,939.4000000000001,4538487.14,1.85,,472220.1200000001
prevent,2012,Oklahoma,OK,South,West South Central,17059.789999999997,329630.5499999998,66.0,296299.3000000001,44823.829999999965,,246913.41999999998,410483.46,,,5215404.12
prevent,2012,Oregon,OR,West,Pacific,47128.439999999995,97812.93999999994,,,21829.0,,370.1,313.6,12774.78,,799732.2300000001
prevent,2012,Penslvana,,,,35242.10999999999,961370.980000001,,,53504.230000000025,,1732.3100000000006,456932.49000000005,,,103594.44999999997
prevent,2012,Puerto Ri,,,,,14.3,,,,,,,,2.0,
prevent,2012,Rhode Isl,,,,,1537.91,,,4.720000000000001,,,4.0,,,
prevent,2012,S Carolin,,,,1555.9,297570.64000000013,,295340.15000000014,15702.28,37.3,15080.119999999999,361613.38999999984,,0.6,209739.5800000001
prevent,2012,S Dakota,,,,31027.090000000007,5987169.740000002,,,149358.83,,123227.36,4643274.75,,,2299131.149999999
prevent,2012,Tennessee,TN,South,East South Central,2548.17,975954.0099999999,40.4,373342.88,2596.830000000001,231.5,17197.38,1206198.8400000003,,1.6,349787.9099999999
prevent,2012,Texas,TX,South,West South Central,49452.66000000002,1776497.0900000003,7817.889999999999,6427576.080000001,292175.61,131414.62,2176267.3000000017,119048.49999999997,,39489.25,5327768.620000009
prevent,2012,Utah,UT,West,Mountain,31916.699999999993,67989.59,,,16966.42,,884.0099999999999,,,,128417.74999999999
prevent,2012,Vermont,VT,Northeast,New England,288.55,82794.41,,,258.98,,,4320.5599999999995,,,459.07000000000005
prevent,2012,Virgin Is,,,,,2.3,,,,,,,,4.23,
prevent,2012,Virginia,VA,South,South Atlantic,36491.2,409016.68999999977,,85544.19999999998,5803.55,,5334.79,573771.5700000001,,0.1,239619.89
prevent,2012,Washngton,,,,168812.33999999997,200979.09000000005,,,7667.4,,,193.7,1899.3,,2131424.909999998
prevent,2012,West Va,,,,2004.2000000000003,44385.100000000006,,,1216.72,,1112.92,20928.379999999997,,,6691.859999999999
prevent,2012,Wisconsin,WI,North Central,East North Central,26389.559999999987,4201577.489999999,,,189119.13999999993,,935.2499999999999,1689777.68,4.8,,264293.62000000005
prevent,2012,Wyoming,WY,West,Mountain,71441.52,91032.42000000001,,,21791.02,,158.18,,32308.61,,149211.54
plant and fail,2013,Alabama,AL,South,East South Central,104.1,271805.48999999993,,359846.00000000006,13661.13,,11434.28,411679.09,,1.1,258698.14999999994
plant and fail,2013,Alaska,AK,West,Pacific,3403.9100000000003,,,,574.89,,,,,,43.5
plant and fail,2013,Arizona,AZ,West,Mountain,70647.39,73626.29999999999,1336.06,156123.12999999998,16136.599999999999,,28288.9,,224.5,,78717.81
plant and fail,2013,Arkansas,AR,South,West South Central,,871445.1099999999,,308520.42,5716.679999999999,1066269.0100000005,124185.06000000001,3241611.34,,,657869.3099999998
plant and fail,2013,California,CA,West,Pacific,80530.38000000002,507128.69000000006,177477.63,90691.45,133458.55999999997,550143.4900000001,37613.02,20.1,21336.270000000004,102.36,646809.5699999997
plant and fail,2013,Colorado,CO,West,Mountain,54808.170000000006,1176551.91,,,44535.410000000025,,298709.57000000007,8881.71,27112.800000000003,,2203323.69
plant and fail,2013,Concticut,,,,13.1,26570.300000000003,,,39.93,,7.5,32.87,,,194.60000000000002
plant and fail,2013,Delaware,DE,South,South Atlantic,39916.5,176279.66999999998,,,569.0,,725.3,155169.58,,,81491.43
plant and fail,2013,Florida,FL,South,South Atlantic,,77036.94,,128955.63000000002,14288.09,1530.4199999999998,9059.740000000003,30288.010000000006,,266984.20999999996,20043.710000000003
plant and fail,2013,Georgia,GA,South,South Atlantic,825.7999999999998,489932.7699999998,,1360763.53,32002.909999999985,,41900.62,222231.12,,17.4,390789.75000000023
plant and fail,2013,Guam,,,,,1.22,,,,,,,,,
plant and fail,2013,Idaho,ID,West,Mountain,615783.45,326799.69,,,42938.600000000006,,1066.1699999999998,7.3,177970.68,,1266955.479999999
plant and fail,2013,Illinois,IL,North Central,East North Central,4096.81,11780362.189999992,,,21596.26000000001,542.96,19661.05,9314829.039999995,,,831651.63
plant and fail,2013,Indiana,IN,North Central,East North Central,4713.96,5916623.830000004,,0.05,5487.450000000002,,8788.589999999998,5127864.169999998,,,437289.01999999984
plant and fail,2013,Iowa,IA,North Central,West North Central,4069.9899999999993,13348307.440000001,,,142359.78,,2990.06,9177967.1,,,26388.049999999996
plant and fail,2013,Kansas,KS,North Central,West North Central,14875.550000000007,4206839.180000003,,25442.989999999994,91335.91999999994,,2787867.2899999996,3536174.9100000006,,,9341387.970000008
plant and fail,2013,Kentucky,KY,South,East South Central,7215.230000000001,1486658.4300000002,,0.71,2390.0899999999992,,5957.489999999999,1614870.42,,9.440000000000001,620794.5400000003
plant and fail,2013,Louisiana,LA,South,West South Central,,665225.0100000001,,124546.57999999999,4187.13,415734.42000000004,109054.58,1110740.49,18.61,441789.34,251756.35000000006
plant and fail,2013,Maine,ME,Northeast,New England,18195.93,29599.269999999997,,,26613.96,,0.0,2151.25,,,1846.6499999999999
plant and fail,2013,Maryland,MD,South,South Atlantic,71578.17,434565.48,,,6210.869999999999,,19110.23,468744.07,,,334214.0899999999
plant and fail,2013,Masacuset,,,,52.120000000000005,17848.27,,,103.23,,,465.9,,,77.21999999999998
plant and fail,2013,Michigan,MI,North Central,East North Central,6884.370000000001,2506523.129999998,,,32706.01000000002,,770.22,1827293.2199999997,153518.30999999994,,575024.7200000004
plant and fail,2013,Minnesota,MN,North Central,West North Central,80169.99000000003,8530138.88,,,153419.67,,2932.55,6603434.410000003,462550.92,,1170255.8200000005
plant and fail,2013,Misisippi,,,,,822463.32,,284438.39,2887.599999999999,122662.75,57486.30999999998,1987889.1700000006,34.0,,375264.94999999995
plant and fail,2013,Missouri,MO,North Central,West North Central,6140.450000000002,3261457.0199999996,,253327.49000000002,7528.410000000001,156427.4,63358.82000000002,5563926.250000001,,,1024741.2199999992
plant and fail,2013,Montana,MT,West,Mountain,929314.5200000004,112104.38000000006,,,43367.17000000001,,555.21,9889.580000000002,44114.53,,5211060.69
plant and fail,2013,Nebraska,NE,North Central,West North Central,5810.749999999998,9910369.339999998,,,137836.05000000002,,130685.12,4735386.199999999,45516.49,,1445445.87
plant and fail,2013,Nevada,NV,West,Mountain,1043.55,3013.3,,,1344.7700000000002,,188.57,,,,20923.000000000004
plant and fail,2013,New Hamp,,,,,12839.259999999998,,,35.72,,12.0,81.77,,,
plant and fail,2013,New Mexco,,,,11555.410000000002,117023.38,3393.9700000000003,38920.7,5075.12,,110373.65000000001,20.05,61.5,,427534.6999999999
plant and fail,2013,New York,NY,Northeast,Middle Atlantic,7578.359999999999,1066792.6500000001,,,52343.87,2.7,826.6899999999998,265904.5,,,102325.58999999998
plant and fail,2013,Newjersey,,,,4301.64,84399.76000000001,,,1591.33,,729.9100000000001,86358.98999999999,14.75,,26238.64
plant and fail,2013,No Caroln,,,,16068.550000000003,903045.7999999998,,460273.68000000005,15487.030000000004,,79187.48999999999,1445097.25,0.25,,913592.2599999998
plant and fail,2013,No Dakota,,,,681838.04,3719478.2099999995,,,194276.52000000002,,1508.7599999999998,4593766.75,225586.21,,5985801.930000001
plant and fail,2013,Ohio,OH,North Central,East North Central,4052.5600000000013,3752481.5200000014,,,19712.339999999997,,634.2099999999999,4389937.720000001,1.32,,624035.2700000003
plant and fail,2013,Oklahoma,OK,South,West South Central,25472.020000000004,340210.82999999984,,177331.98000000007,31197.480000000018,,294798.16000000003,334520.47000000003,3.0,,5359375.640000002
plant and fail,2013,Oregon,OR,West,Pacific,53945.229999999996,96996.31000000001,,,19232.120000000003,,245.83999999999997,80.44,11120.55,,782316.6299999998
plant and fail,2013,Penslvana,,,,41277.340000000026,960446.8499999996,,,49181.38999999998,,2413.4100000000003,448929.74,,,130665.44999999998
plant and fail,2013,Puerto Ri,,,,,5.9399999999999995,,,,,,,,2.0,
plant and fail,2013,Rhode Isl,,,,,1526.2200000000003,,,2.0,,,13.92,,,
plant and fail,2013,S Carolin,,,,984.71,316403.4999999999,,255251.40999999997,12924.960000000001,29.1,17306.9,301716.7200000001,,3.3,258848.96000000002
plant and fail,2013,S Dakota,,,,34123.98999999998,6064647.54,,,246925.84000000008,,245838.13000000006,4509973.45,282.89,,2412718.869999998
plant and fail,2013,Tennessee,TN,South,East South Central,2125.6,841245.54,,245149.35,3133.8300000000004,78.0,16996.500000000004,1505294.7700000003,,,555958.3099999998
plant and fail,2013,Texas,TX,South,West South Central,49050.14000000001,2242049.65,8190.22,5697777.949999998,286556.4199999999,143359.0,2861037.64,98922.93000000004,,32428.29,5911005.419999998
plant and fail,2013,Utah,UT,West,Mountain,29486.67999999999,61305.810000000005,,,16937.83,,786.65,30.89,,,123890.44000000006
plant and fail,2013,Vermont,VT,Northeast,New England,179.36,83574.03000000001,,,357.39,,,3835.36,,,463.44
plant and fail,2013,Virgin Is,,,,,2.5,,,,,,,,3.9,
plant and fail,2013,Virginia,VA,South,South Atlantic,50483.95999999999,412199.41999999987,,77456.65999999999,4299.71,,11522.440000000002,584666.3399999997,,,288223.2600000002
plant and fail,2013,Washngton,,,,183711.19000000003,210315.4,,,7563.8200000000015,,26.56,257.85,1131.77,,2145392.5800000005
plant and fail,2013,West Va,,,,2260.87,46940.94,,,1090.07,,590.36,21998.719999999998,,,6704.419999999999
plant and fail,2013,Wisconsin,WI,North Central,East North Central,27197.29000000001,3948016.410000003,,,207370.83,,2961.9600000000005,1556288.1199999999,128.1,,308356.21999999974
plant and fail,2013,Wyoming,WY,West,Mountain,73327.63999999998,87416.76999999997,,,22866.88,,832.86,17.0,30519.27,,152776.73
prevent,2013,Alabama,AL,South,East South Central,104.1,271805.48999999993,,359846.00000000006,13661.13,,11434.28,411679.09,,1.1,258698.14999999994
prevent,2013,Alaska,AK,West,Pacific,3403.9100000000003,,,,574.89,,,,,,43.5
prevent,2013,Arizona,AZ,West,Mountain,70647.39,73626.29999999999,1336.06,156123.12999999998,16136.599999999999,,28288.9,,224.5,,78717.81
prevent,2013,Arkansas,AR,South,West South Central,,871445.1099999999,,308520.42,5716.679999999999,1066269.0100000005,124185.06000000001,3241611.34,,,657869.3099999998
prevent,2013,California,CA,West,Pacific,80530.38000000002,507128.69000000006,177477.63,90691.45,133458.55999999997,550143.4900000001,37613.02,20.1,21336.270000000004,102.36,646809.5699999997
prevent,2013,Colorado,CO,West,Mountain,54808.170000000006,1176551.91,,,44535.410000000025,,298709.57000000007,8881.71,27112.800000000003,,2203323.69
prevent,2013,Concticut,,,,13.1,26570.300000000003,,,39.93,,7.5,32.87,,,194.60000000000002
prevent,2013,Delaware,DE,South,South Atlantic,39916.5,176279.66999999998,,,569.0,,725.3,155169.58,,,81491.43
prevent,2013,Florida,FL,South,South Atlantic,,77036.94,,128955.63000000002,14288.09,1530.4199999999998,9059.740000000003,30288.010000000006,,266984.20999999996,20043.710000000003
prevent,2013,Georgia,GA,South,South Atlantic,825.7999999999998,489932.7699999998,,1360763.53,32002.909999999985,,41900.62,222231.12,,17.4,390789.75000000023
prevent,2013,Guam,,,,,1.22,,,,,,,,,
prevent,2013,Idaho,ID,West,Mountain,615783.45,326799.69,,,42938.600000000006,,1066.1699999999998,7.3,177970.68,,1266955.479999999
prevent,2013,Illinois,IL,North Central,East North Central,4096.81,11780362.189999992,,,21596.26000000001,542.96,19661.05,9314829.039999995,,,831651.63
prevent,2013,Indiana,IN,North Central,East North Central,4713.96,5916623.830000004,,0.05,5487.450000000002,,8788.589999999998,5127864.169999998,,,437289.01999999984
prevent,2013,Iowa,IA,North Central,West North Central,4069.9899999999993,13348307.440000001,,,142359.78,,2990.06,9177967.1,,,26388.049999999996
prevent,2013,Kansas,KS,North Central,West North Central,14875.550000000007,4206839.180000003,,25442.989999999994,91335.91999999994,,2787867.2899999996,3536174.9100000006,,,9341387.970000008
prevent,2013,Kentucky,KY,South,East South Central,7215.230000000001,1486658.4300000002,,0.71,2390.0899999999992,,5957.489999999999,1614870.42,,9.440000000000001,620794.5400000003
prevent,2013,Louisiana,LA,South,West South Central,,665225.0100000001,,124546.57999999999,4187.13,415734.42000000004,109054.58,1110740.49,18.61,441789.34,251756.35000000006
prevent,2013,Maine,ME,Northeast,New England,18195.93,29599.269999999997,,,26613.96,,0.0,2151.25,,,1846.6499999999999
prevent,2013,Maryland,MD,South,South Atlantic,71578.17,434565.48,,,6210.869999999999,,19110.23,468744.07,,,334214.0899999999
prevent,2013,Masacuset,,,,52.120000000000005,17848.27,,,103.23,,,465.9,,,77.21999999999998
prevent,2013,Michigan,MI,North Central,East North Central,6884.370000000001,2506523.129999998,,,32706.01000000002,,770.22,1827293.2199999997,153518.30999999994,,575024.7200000004
prevent,2013,Minnesota,MN,North Central,West North Central,80169.99000000003,8530138.88,,,153419.67,,2932.55,6603434.410000003,462550.92,,1170255.8200000005
prevent,2013,Misisippi,,,,,822463.32,,284438.39,2887.599999999999,122662.75,57486.30999999998,1987889.1700000006,34.0,,375264.94999999995
prevent,2013,Missouri,MO,North Central,West North Central,6140.450000000002,3261457.0199999996,,253327.49000000002,7528.410000000001,156427.4,63358.82000000002,5563926.250000001,,,1024741.2199999992
prevent,2013,Montana,MT,West,Mountain,929314.5200000004,112104.38000000006,,,43367.17000000001,,555.21,9889.580000000002,44114.53,,5211060.69
prevent,2013,Nebraska,NE,North Central,West North Central,5810.749999999998,9910369.339999998,,,137836.05000000002,,130685.12,4735386.199999999,45516.49,,1445445.87
prevent,2013,Nevada,NV,West,Mountain,1043.55,3013.3,,,1344.7700000000002,,188.57,,,,20923.000000000004
prevent,2013,New Hamp,,,,,12839.259999999998,,,35.72,,12.0,81.77,,,
prevent,2013,New Mexco,,,,11555.410000000002,117023.38,3393.9700000000003,38920.7,5075.12,,110373.65000000001,20.05,61.5,,427534.6999999999
prevent,2013,New York,NY,Northeast,Middle Atlantic,7578.359999999999,1066792.6500000001,,,52343.87,2.7,826.6899999999998,265904.5,,,102325.58999999998
prevent,2013,Newjersey,,,,4301.64,84399.76000000001,,,1591.33,,729.9100000000001,86358.98999999999,14.75,,26238.64
prevent,2013,No Caroln,,,,16068.550000000003,903045.7999999998,,460273.68000000005,15487.030000000004,,79187.48999999999,1445097.25,0.25,,913592.2599999998
prevent,2013,No Dakota,,,,681838.04,3719478.2099999995,,,194276.52000000002,,1508.7599999999998,4593766.75,225586.21,,5985801.930000001
prevent,2013,Ohio,OH,North Central,East North Central,4052.5600000000013,3752481.5200000014,,,19712.339999999997,,634.2099999999999,4389937.720000001,1.32,,624035.2700000003
prevent,2013,Oklahoma,OK,South,West South Central,25472.020000000004,340210.82999999984,,177331.98000000007,31197.480000000018,,294798.16000000003,334520.47000000003,3.0,,5359375.640000002
prevent,2013,Oregon,OR,West,Pacific,53945.229999999996,96996.31000000001,,,19232.120000000003,,245.83999999999997,80.44,11120.55,,782316.6299999998
prevent,2013,Penslvana,,,,41277.340000000026,960446.8499999996,,,49181.38999999998,,2413.4100000000003,448929.74,,,130665.44999999998
prevent,2013,Puerto Ri,,,,,5.9399999999999995,,,,,,,,2.0,
prevent,2013,Rhode Isl,,,,,1526.2200000000003,,,2.0,,,13.92,,,
prevent,2013,S Carolin,,,,984.71,316403.4999999999,,255251.40999999997,12924.960000000001,29.1,17306.9,301716.7200000001,,3.3,258848.96000000002
prevent,2013,S Dakota,,,,34123.98999999998,6064647.54,,,246925.84000000008,,245838.13000000006,4509973.45,282.89,,2412718.869999998
prevent,2013,Tennessee,TN,South,East South Central,2125.6,841245.54,,245149.35,3133.8300000000004,78.0,16996.500000000004,1505294.7700000003,,,555958.3099999998
prevent,2013,Texas,TX,South,West South Central,49050.14000000001,2242049.65,8190.22,5697777.949999998,286556.4199999999,143359.0,2861037.64,98922.93000000004,,32428.29,5911005.419999998
prevent,2013,Utah,UT,West,Mountain,29486.67999999999,61305.810000000005,,,16937.83,,786.65,30.89,,,123890.44000000006
prevent,2013,Vermont,VT,Northeast,New England,179.36,83574.03000000001,,,357.39,,,3835.36,,,463.44
prevent,2013,Virgin Is,,,,,2.5,,,,,,,,3.9,
prevent,2013,Virginia,VA,South,South Atlantic,50483.95999999999,412199.41999999987,,77456.65999999999,4299.71,,11522.440000000002,584666.3399999997,,,288223.2600000002
prevent,2013,Washngton,,,,183711.19000000003,210315.4,,,7563.8200000000015,,26.56,257.85,1131.77,,2145392.5800000005
prevent,2013,West Va,,,,2260.87,46940.94,,,1090.07,,590.36,21998.719999999998,,,6704.419999999999
prevent,2013,Wisconsin,WI,North Central,East North Central,27197.29000000001,3948016.410000003,,,207370.83,,2961.9600000000005,1556288.1199999999,128.1,,308356.21999999974
prevent,2013,Wyoming,WY,West,Mountain,73327.63999999998,87416.76999999997,,,22866.88,,832.86,17.0,30519.27,,152776.73
plant and fail,2014,Alabama,AL,South,East South Central,,247344.22000000012,,348568.62999999995,16234.310000000003,15.0,11014.429999999997,453621.48999999993,,4.1,213279.5099999999
plant and fail,2014,Alaska,AK,West,Pacific,5223.99,,,,1394.41,,,,,,211.89
plant and fail,2014,Arizona,AZ,West,Mountain,33728.87000000001,70070.75,14322.240000000002,145551.73,20239.74,,22060.51,,1186.8899999999999,,78259.06
plant and fail,2014,Arkansas,AR,South,West South Central,39.0,536235.6799999999,,331083.89999999997,8704.979999999998,1475382.78,160667.88000000003,3200783.900000002,,,450956.3699999998
plant and fail,2014,California,CA,West,Pacific,63407.15,376521.60000000003,146539.33,55230.69,91101.47999999998,413409.32999999996,50026.06,,22370.18,421.35,492678.1199999999
plant and fail,2014,Colorado,CO,West,Mountain,49220.46,1113769.81,,,34436.01000000002,,246305.7,14304.37,29456.53,,2516567.049999999
plant and fail,2014,Concticut,,,,,25827.44,,,51.099999999999994,,,396.40000000000003,,,117.92
plant and fail,2014,Delaware,DE,South,South Atlantic,38042.619999999995,162798.53999999998,,,187.83,,1284.1299999999999,173282.05999999997,,,74407.55
plant and fail,2014,Florida,FL,South,South Atlantic,,53177.48999999999,,105408.63,14571.94,5293.4,5906.8099999999995,36791.32,,124988.21,10266.44
plant and fail,2014,Georgia,GA,South,South Atlantic,997.4199999999998,343573.1299999999,,1367319.0,42552.54000000001,,27438.229999999996,288859.8600000001,,24.159999999999997,266343.78999999986
plant and fail,2014,Guam,,,,,3.11,,,,,,,,,
plant and fail,2014,Idaho,ID,West,Mountain,554566.4800000001,268448.52,,,43209.71000000002,,822.78,468.56,161420.07,,1188865.5899999996
plant and fail,2014,Illinois,IL,North Central,East North Central,1572.6599999999999,11693394.619999997,,,23294.989999999998,1195.48,20420.06999999999,9609155.659999996,,,682477.1499999996
plant and fail,2014,Indiana,IN,North Central,East North Central,1853.4399999999996,5701738.729999995,,,6125.539999999998,,7970.88,5386778.7799999975,,,351571.2700000002
plant and fail,2014,Iowa,IA,North Central,West North Central,2917.4200000000005,13410539.97,,,135172.16999999998,,2198.0600000000004,9720537.39,0.86,,18763.51999999999
plant and fail,2014,Kansas,KS,North Central,West North Central,14385.640000000007,3979233.9599999986,,29403.07,75025.82000000002,,2516038.48,3920874.4299999992,,,9165272.77
plant and fail,2014,Kentucky,KY,South,East South Central,8037.570000000001,1449336.7500000005,,0.83,1739.93,,7327.109999999999,1720281.0999999999,,6.71,526129.8300000001
plant and fail,2014,Louisiana,LA,South,West South Central,186.8,392397.75999999995,,165451.91999999993,4707.35,457819.43999999994,95694.16,1388060.4000000001,,415509.1100000001,153527.73
plant and fail,2014,Maine,ME,Northeast,New England,11980.39,29091.619999999995,,,31736.540000000005,,,2353.7,1.7,,2592.7
plant and fail,2014,Maryland,MD,South,South Atlantic,65363.07,405101.25,,,4346.1500000000015,,13548.440000000006,498092.62999999995,,,326847.47
plant and fail,2014,Masacuset,,,,47.6,17866.960000000003,,,155.51,,23.729999999999997,812.13,,,204.14000000000001
plant and fail,2014,Michigan,MI,North Central,East North Central,6005.789999999999,2138217.0900000003,,,37709.94999999999,,401.65999999999997,1903708.3899999992,145366.61000000004,,498928.66
plant and fail,2014,Minnesota,MN,North Central,West North Central,66408.71,7907431.289999998,,,155846.09000000008,,2139.16,7238381.730000007,439351.39999999997,,1205093.95
plant and fail,2014,Misisippi,,,,,488102.0500000002,,416845.4999999999,1083.1899999999998,186519.45000000004,99425.70999999998,2189613.5100000007,,,217136.09000000003
plant and fail,2014,Missouri,MO,North Central,West North Central,4104.47,3380904.929999997,,247626.26,10887.039999999997,213782.66000000003,72107.94999999997,5592735.23,,,805395.3099999999
plant and fail,2014,Montana,MT,West,Mountain,853088.91,117582.93999999999,,,40200.860000000015,,1169.1299999999999,21384.449999999997,45033.69,,5796439.569999999
plant and fail,2014,Nebraska,NE,North Central,West North Central,6576.3200000000015,9291434.63,,,96692.50999999995,,121033.82000000005,5342598.209999998,48564.979999999996,,1500758.1499999994
plant and fail,2014,Nevada,NV,West,Mountain,684.72,667.3199999999999,,,735.6499999999999,,134.56,,,,12780.119999999997
plant and fail,2014,New Hamp,,,,,13814.140000000001,,,41.84,,12.0,103.96,,,
plant and fail,2014,New Mexco,,,,14157.98,119555.86000000002,5179.4800000000005,44763.43,4171.2300000000005,,96763.05999999997,,,,367463.18000000005
plant and fail,2014,New York,NY,Northeast,Middle Atlantic,6228.860000000002,989745.4900000003,,,43521.86,2.7,885.7099999999999,317543.64999999985,,,96510.56999999998
